,reviewId,topic,sent_pol,sent_sub,rating
0,748c2355-d884-463b-8c9a-46d9e8cfa1ea,O,0.36933333333333335,0.36933333333333335,1.0
1,40fe5012-ca9d-4aef-bfd5-d1a2b4de3be8,A,-0.022685185185185187,-0.022685185185185187,5.0
2,7444c5dc-8395-4890-9c47-5f690fb6f69b,C,-0.4033333333333333,-0.4033333333333333,1.0
3,ebfb12ca-6ac4-4134-bdd6-335002e8f3d2,A,0.43333333333333335,0.43333333333333335,5.0
4,29e8c8e8-6f05-4b3d-898e-2b2405ae1c7d,A,0.4,0.4,5.0
5,8185f294-3356-4fc9-8b65-b612932ee58e,A,0.09992424242424243,0.09992424242424243,5.0
6,51af13dc-3cec-4680-bfff-000ffe24d4fb,A,-1.0,-1.0,1.0
7,da53ca7d-fe5f-410e-ae4a-17a3a1e14119,A,0.4041666666666667,0.4041666666666667,5.0
8,752f6041-0d45-4848-ba71-6772e0bc0af5,A,-0.04999999999999999,-0.04999999999999999,3.0
9,1283b6d1-86e9-45d2-9c39-3e5be8bdd211,A,-0.00208333333333334,-0.00208333333333334,2.0
10,834b810b-0398-405f-aad0-48b760b63ae6,F,-0.5,-0.5,5.0
11,5408f0e7-6315-4a05-96f6-06263b5b6394,A,0.26666666666666666,0.26666666666666666,4.0
12,1f6cf3f9-f2ba-4da3-a940-f81297bc688e,A,0.25,0.25,1.0
13,1f6cf3f9-f2ba-4da3-a940-f81297bc688e,R,0.3,0.3,1.0
14,7d049506-5bf7-4d07-9b7e-c887fb11c7ad,A,0.0,0.0,3.0
15,89f53d50-60b1-4c8a-823a-7b79c087c20a,A,0.17500000000000002,0.17500000000000002,5.0
16,200d93c2-710c-4680-9f4f-e544b7db9ada,A,0.43333333333333335,0.43333333333333335,3.0
17,c5bc12b6-bcc0-4e2f-96b6-7f8f6ceb9b3b,A,-0.7185185185185184,-0.7185185185185184,1.0
18,1afc2a28-d6c1-4ab7-9d29-9ffa1cd8901b,A,-1.0,-1.0,3.0
19,e4fe36b2-e9be-4b52-b185-acef81f97f1e,A,0.4666666666666667,0.4666666666666667,5.0
20,7e4f6eff-2372-477f-a0cf-a740f8a016fa,A,-0.2875,-0.2875,2.0
21,5031206f-2cd5-4d44-8e82-09c06d041371,A,0.25,0.25,5.0
22,4a23a9fd-a001-4979-a86e-218595ea7b92,A,0.49444444444444446,0.49444444444444446,4.0
23,335bc43c-6a10-4234-982b-54a1a0bf32d5,R,-0.8,-0.8,3.0
24,18e323f0-b51a-45b6-bd72-a594edb95cbb,A,0.22249999999999998,0.22249999999999998,1.0
25,6c7e9ba9-606a-41d0-8fe1-98f7554d5fb1,A,0.6,0.6,5.0
26,2fc30803-becd-453f-a795-ec6eeb71ddfe,O,-0.6999999999999998,-0.6999999999999998,2.0
27,d2746318-165e-4c28-bdd8-902351ecc03f,A,0.125,0.125,3.0
28,d60ade36-17f4-4489-8baa-8af01ce70a31,O,0.5,0.5,5.0
29,7e49780b-2421-4378-8fca-8eb04299058e,A,0.9099999999999999,0.9099999999999999,4.0
30,5b7cfa21-2824-451f-b5cc-330cde7fb804,A,0.4,0.4,3.0
31,b61c5972-642c-41ff-a8e0-31742a95d9a8,A,0.4666666666666667,0.4666666666666667,3.0
32,6afb7c67-9d2a-4f12-9984-8e559c6411d7,A,0.1444444444444445,0.1444444444444445,2.0
33,efc55fcf-d4c7-471b-90b6-e204a5024808,A,0.26666666666666666,0.26666666666666666,5.0
34,f2613e3a-7844-4851-9881-6292259557c9,A,0.5,0.5,4.0
35,a6c1ef31-a32b-4627-a3c3-92234dada96e,A,0.5111111111111112,0.5111111111111112,5.0
36,954b7b1f-6412-4112-9379-4fb79fb4f2b8,A,0.43333333333333335,0.43333333333333335,5.0
37,8c048094-6325-447a-83a0-60cda3ff09f4,A,0.39999999999999997,0.39999999999999997,5.0
38,87a0a9b0-3417-4930-bed4-df40c49241a8,O,-0.07500000000000001,-0.07500000000000001,1.0
39,87a0a9b0-3417-4930-bed4-df40c49241a8,A,-0.25625,-0.25625,1.0
40,2c1e4d0b-c5d5-4d6d-9003-a166e77b3038,A,0.19583333333333333,0.19583333333333333,5.0
41,15ea5a7e-d0d4-4998-9004-0ac05133dc2a,A,0.5777777777777778,0.5777777777777778,5.0
42,82582848-b575-4f05-8c99-427cdf3452de,A,-0.0625,-0.0625,1.0
43,20a1ee27-4d7a-4ade-b1bf-9b4238804362,A,0.39999999999999997,0.39999999999999997,5.0
44,ab05cec0-9322-4a56-a2af-fbf2188da888,A,0.4,0.4,5.0
45,e83818a7-6ae1-4152-bccd-9359cd87cd4f,O,0.0,0.0,1.0
46,e83818a7-6ae1-4152-bccd-9359cd87cd4f,A,0.55,0.55,1.0
47,1deda324-2740-43a4-ab02-ec7b764174f6,O,0.05,0.05,3.0
48,ce708564-94e8-4b53-a011-0a563e59303d,A,-0.3125,-0.3125,5.0
49,388a4660-0607-45bb-9d4a-7d7ba909e336,A,0.6,0.6,4.0
50,762f3459-e01e-40ca-96fb-966b48a75b93,A,-0.23055555555555554,-0.23055555555555554,5.0
51,ef6cd69e-4ede-4a34-b063-6aa1e3bb765c,R,-0.18333333333333335,-0.18333333333333335,1.0
52,64e6c362-eb0b-4abd-93d3-00da98a9c0d6,A,-0.6999999999999998,-0.6999999999999998,1.0
53,5548fa74-48e6-4ec4-8b1a-9ffc53e6c6e9,A,0.48333333333333334,0.48333333333333334,5.0
54,8a26499e-cb06-4d3b-a5c3-99a0323a0991,A,0.6041666666666666,0.6041666666666666,5.0
55,f670165d-13fd-40e9-ba34-091bd911514a,A,0.07500000000000004,0.07500000000000004,5.0
56,5231a475-2ed0-4586-bc11-4f88ba9bbcd6,A,0.3625,0.3625,5.0
57,c839916a-0634-443b-8778-69a27fb15be6,A,0.19166666666666668,0.19166666666666668,5.0
58,8099b52e-44b1-4942-b739-48e37f1392aa,A,0.43333333333333335,0.43333333333333335,5.0
59,726f8071-9560-450e-9b00-ad57a155ddb8,A,0.0,0.0,1.0
60,5e35814e-f48d-4641-b2c9-d0bcd30a6149,A,0.43333333333333335,0.43333333333333335,5.0
61,ab41f872-7aa5-4c8f-a38d-e84f34aa152d,A,0.7,0.7,3.0
62,b803746c-ffab-4637-908c-bcc8faddb558,A,0.21250000000000002,0.21250000000000002,5.0
63,3b59d058-559e-436d-8732-27a44bdfddd9,A,0.4166666666666667,0.4166666666666667,5.0
64,d82fe62e-a242-4f50-8d1f-5a9d220e638c,A,0.5666666666666667,0.5666666666666667,5.0
65,ea7dee83-f625-4f66-9bc4-58696ee6e2b4,A,0.4,0.4,5.0
66,8b161207-04f7-4011-a9b0-b14b3f885044,A,0.74375,0.74375,4.0
67,5934cd66-9e59-44e0-9b83-78f9e6b87a2c,A,-1.0,-1.0,1.0
68,9a8e93e0-f35b-4e28-95d6-277743f841be,A,0.43333333333333335,0.43333333333333335,5.0
69,260942af-839b-4e5c-a8cb-9c10f22bd975,A,0.31111111111111106,0.31111111111111106,5.0
70,3a88fe25-11e3-4d31-a5b8-8944f943800a,A,0.3333333333333333,0.3333333333333333,5.0
71,cf4d8b9a-c7bb-43a1-8c12-b389b9a1f4f4,A,0.6499999999999999,0.6499999999999999,5.0
72,5a74bc10-3d4a-4bd1-b21b-7018a1b1ba6b,A,0.6,0.6,5.0
73,1511bdc7-7232-46fe-8d73-8e4d5f86a1d5,A,0.5,0.5,5.0
74,0b2c7c02-a9a0-4f69-b608-80bdb587972d,A,0.07083333333333333,0.07083333333333333,4.0
75,fbfdf0b2-fe39-4d77-823a-c0ea6a673b85,R,1.0,1.0,1.0
